protein_g,carbs_g,fat_g,fiber_g,sugar_g,calories,calorie_class
28.2,71.0,27.1,8.6,12.2,629.0,medium
30.0,47.9,10.9,1.4,14.9,432.0,medium
16.2,38.1,27.3,6.8,4.0,423.0,medium
47.2,44.5,23.2,10.9,41.6,594.0,medium
33.3,48.8,18.3,1.7,14.3,463.0,medium
33.1,45.5,30.8,6.4,22.6,605.0,medium
19.4,51.6,17.0,6.4,25.8,481.0,medium
28.1,41.3,18.5,11.5,23.5,456.0,medium
11.3,68.5,10.3,0.9,8.2,398.0,low
8.6,55.6,16.4,5.5,19.0,402.0,medium
26.6,57.7,32.2,4.5,0.6,607.0,medium
20.4,37.1,26.6,6.8,0.0,518.0,medium
42.0,87.0,20.2,7.2,22.2,696.0,medium
18.5,50.6,10.3,12.0,12.7,347.0,low
32.9,88.7,25.0,8.5,1.0,716.0,high
33.1,65.3,27.6,8.1,14.4,657.0,medium
37.1,21.7,25.2,12.6,13.5,453.0,medium
25.6,91.0,15.2,11.5,7.8,598.0,medium
3.5,32.3,16.7,12.6,28.4,267.0,low
33.2,0.0,22.8,13.9,13.9,288.0,low
21.7,34.8,27.8,10.8,18.6,491.0,medium
35.0,38.2,23.0,6.7,8.2,488.0,medium
28.3,32.6,11.0,10.1,20.3,386.0,low
25.4,88.5,20.2,3.8,13.1,666.0,medium
26.5,71.6,14.5,4.7,16.6,527.0,medium
12.5,97.3,8.9,4.7,23.8,531.0,medium
17.9,49.8,28.4,8.1,26.1,528.0,medium
35.6,66.0,15.7,9.3,25.8,538.0,medium
18.2,49.9,23.3,9.6,27.2,482.0,medium
19.0,5.6,27.7,14.0,1.4,372.0,low
29.4,61.3,30.7,5.3,20.7,568.0,medium
26.3,15.9,11.9,8.5,15.2,266.0,low
28.6,66.0,20.9,7.6,20.4,529.0,medium
36.6,20.2,19.1,9.8,11.9,378.0,low
15.6,40.3,20.1,10.6,35.6,388.0,low
28.9,66.7,18.3,15.3,18.9,550.0,medium
23.4,61.3,2.2,3.1,16.5,411.0,medium
39.9,59.5,25.6,9.4,3.6,637.0,medium
10.0,77.2,18.3,11.1,27.4,462.0,medium
17.0,64.3,30.9,8.0,4.8,629.0,medium
18.3,45.6,21.8,7.3,13.2,469.0,medium
40.1,83.8,17.5,7.1,28.5,655.0,medium
14.2,58.6,27.7,19.5,7.9,613.0,medium
12.5,35.3,11.0,9.8,20.0,311.0,low
14.3,19.4,21.0,7.6,12.8,325.0,low
31.9,43.2,17.8,5.3,21.4,446.0,medium
43.9,47.2,22.9,2.4,14.9,628.0,medium
30.5,72.7,34.8,11.2,14.0,679.0,medium
18.5,68.3,11.1,5.9,13.3,418.0,medium
17.1,25.3,22.5,2.0,13.6,406.0,medium
21.7,2.7,20.9,12.3,5.7,291.0,low
14.1,36.7,18.9,5.9,17.0,362.0,low
41.5,33.1,22.3,2.9,5.1,508.0,medium
30.0,60.1,11.0,6.1,28.1,488.0,medium
24.5,20.2,14.8,5.5,18.8,336.0,low
39.2,49.7,15.1,2.8,38.7,534.0,medium
32.3,22.0,20.6,8.7,20.6,394.0,low
28.0,33.6,8.1,4.2,22.7,380.0,low
18.8,54.9,13.1,15.3,1.6,367.0,low
8.1,41.1,25.8,8.9,16.9,464.0,medium
32.5,67.2,35.1,10.1,3.4,676.0,medium
36.0,40.3,29.3,11.2,24.7,619.0,medium
22.9,68.2,1.6,9.3,20.4,354.0,low
29.7,49.5,23.4,8.6,0.0,522.0,medium
33.3,18.8,20.2,9.2,44.4,389.0,low
30.4,33.7,14.3,10.4,18.6,455.0,medium
21.7,64.9,18.8,0.0,15.3,510.0,medium
31.4,47.0,36.1,7.1,0.0,616.0,medium
29.4,51.6,24.7,2.1,5.8,545.0,medium
35.3,59.7,23.1,2.6,10.4,567.0,medium
8.3,41.5,24.6,3.3,6.2,466.0,medium
33.3,43.8,20.2,8.9,10.2,469.0,medium
29.3,53.7,25.6,7.9,13.9,532.0,medium
16.4,39.9,24.2,4.9,18.4,464.0,medium
17.8,59.6,8.0,11.2,9.7,365.0,low
9.4,73.5,24.4,8.6,8.0,541.0,medium
29.6,13.9,23.2,16.4,31.3,389.0,low
24.0,49.7,30.0,13.1,12.1,564.0,medium
11.3,62.8,14.9,14.4,31.2,477.0,medium
29.1,88.9,21.2,3.8,26.6,652.0,medium
24.9,40.8,23.9,10.2,4.4,471.0,medium
22.5,51.3,35.9,17.0,14.9,648.0,medium
24.0,21.9,32.8,6.6,18.0,484.0,medium
22.9,44.8,20.8,4.7,25.9,459.0,medium
25.5,44.7,24.3,15.4,11.5,496.0,medium
31.5,14.1,15.2,8.3,5.6,306.0,low
31.5,69.5,15.0,4.3,24.5,528.0,medium
36.7,48.3,21.3,7.6,18.7,502.0,medium
15.8,56.3,8.7,12.1,7.8,335.0,low
18.2,60.4,16.6,6.6,21.9,454.0,medium
26.8,61.5,25.5,7.2,22.3,610.0,medium
33.8,41.7,26.9,10.7,21.8,541.0,medium
24.7,65.4,19.4,12.2,0.0,539.0,medium
20.7,28.1,8.4,9.8,4.2,276.0,low
30.2,29.5,20.1,18.8,0.0,401.0,medium
36.2,67.2,18.8,10.5,21.0,573.0,medium
27.6,67.3,24.5,1.7,9.0,600.0,medium
23.8,54.4,13.4,12.4,21.1,441.0,medium
21.1,46.0,26.0,9.9,32.6,530.0,medium
28.0,54.6,26.4,1.8,4.4,584.0,medium
35.4,14.4,33.7,6.7,17.9,482.0,medium
24.3,50.6,17.8,10.7,21.3,496.0,medium
32.7,51.0,10.6,6.8,33.3,399.0,low
35.1,45.5,33.0,7.0,11.0,637.0,medium
18.9,69.1,19.4,4.2,14.0,517.0,medium
32.1,39.5,20.0,8.0,24.7,503.0,medium
21.6,55.0,3.2,11.7,30.6,332.0,low
25.7,38.2,40.1,13.8,4.3,695.0,medium
23.1,56.3,20.0,0.6,2.1,491.0,medium
32.6,60.8,42.7,7.9,0.0,759.0,high
29.3,82.5,22.4,6.3,26.9,685.0,medium
36.8,100.1,23.4,7.8,15.2,744.0,high
46.4,56.2,8.1,11.4,10.1,488.0,medium
32.6,38.7,14.3,15.9,25.6,368.0,low
23.7,43.4,0.0,12.4,4.6,276.0,low
19.2,6.4,24.6,11.1,16.0,311.0,low
30.1,63.9,21.7,13.3,20.7,564.0,medium
28.1,54.5,2.2,10.4,0.0,320.0,low
28.6,66.3,22.1,13.5,12.3,569.0,medium
25.5,50.3,12.4,5.9,32.3,370.0,low
46.0,20.0,29.6,7.7,23.5,512.0,medium
34.5,46.5,25.4,11.2,12.9,544.0,medium
27.5,62.8,8.3,6.8,16.8,450.0,medium
29.2,31.8,20.9,7.7,12.6,468.0,medium
27.8,48.1,21.5,6.7,13.4,513.0,medium
14.0,79.3,20.3,11.5,12.7,570.0,medium
18.3,47.1,14.0,12.4,22.3,450.0,medium
4.2,83.3,14.8,2.3,5.6,508.0,medium
8.0,46.1,27.5,2.5,0.0,478.0,medium
27.3,74.6,24.8,7.9,9.8,656.0,medium
32.3,53.9,21.7,12.9,4.0,513.0,medium
27.3,77.8,27.9,7.5,12.7,704.0,high
16.4,31.5,16.5,5.0,19.9,335.0,low
11.9,69.9,17.3,11.4,20.1,556.0,medium
13.1,50.6,29.9,8.3,14.2,591.0,medium
19.3,58.0,7.0,17.9,0.0,402.0,medium
17.0,12.3,16.3,7.5,21.1,287.0,low
41.7,33.0,17.4,8.1,0.0,464.0,medium
31.4,43.0,5.8,5.9,8.0,306.0,low
44.4,46.1,29.0,5.4,34.4,653.0,medium
16.2,57.9,29.4,1.9,13.2,516.0,medium
43.7,40.2,34.4,7.3,4.2,684.0,medium
29.1,87.6,6.7,10.4,19.9,531.0,medium
20.3,67.3,31.8,0.9,18.8,670.0,medium
22.5,70.9,8.7,5.0,17.6,435.0,medium
7.0,37.8,19.3,12.4,1.6,362.0,low
27.9,71.4,15.8,8.6,14.6,487.0,medium
14.5,17.0,28.5,10.6,25.6,372.0,low
13.6,73.8,17.5,5.4,30.5,538.0,medium
35.1,24.3,26.5,10.3,22.5,443.0,medium
24.9,41.5,13.2,3.7,13.8,395.0,low
30.3,45.2,12.3,5.6,13.1,392.0,low
20.7,39.0,12.3,8.0,27.8,384.0,low
47.1,37.4,20.1,10.5,10.8,492.0,medium
14.3,48.7,15.2,9.0,14.7,393.0,low
28.6,26.5,17.5,6.8,13.0,430.0,medium
16.0,11.3,18.9,6.6,19.8,275.0,low
40.2,43.4,20.9,11.8,20.8,522.0,medium
30.5,34.8,18.8,0.0,10.0,425.0,medium
37.4,56.2,5.0,5.1,22.2,396.0,low
20.8,47.7,44.3,3.6,16.1,670.0,medium
17.7,42.0,18.6,4.9,11.8,351.0,low
30.0,27.5,18.2,14.2,27.1,387.0,low
19.4,30.4,21.3,8.6,18.3,368.0,low
29.4,17.5,16.5,3.4,29.3,361.0,low
36.5,37.5,19.2,10.6,22.8,493.0,medium
30.6,41.9,21.4,7.8,13.8,472.0,medium
20.3,20.2,8.4,7.5,7.5,222.0,low
30.6,46.9,27.7,5.0,27.0,531.0,medium
41.9,35.8,12.1,9.1,15.9,478.0,medium
27.3,41.6,18.1,13.5,14.3,414.0,medium
21.5,42.2,16.9,8.1,21.4,382.0,low
18.9,49.6,4.8,12.0,12.7,344.0,low
27.1,55.8,10.1,7.9,7.9,490.0,medium
34.5,53.8,23.7,11.6,19.6,620.0,medium
32.3,57.5,17.8,12.2,11.6,529.0,medium
19.4,33.4,30.3,8.0,28.3,465.0,medium
40.8,47.8,17.0,3.5,28.4,493.0,medium
24.6,56.8,24.9,5.9,24.0,492.0,medium
28.7,52.3,18.3,6.5,20.0,513.0,medium
23.8,45.7,7.0,5.1,18.9,400.0,medium
29.9,63.5,17.0,12.7,9.9,522.0,medium
33.8,79.4,32.8,5.6,11.5,712.0,high
43.0,56.2,11.0,7.0,4.4,523.0,medium
24.3,58.1,18.3,5.6,24.0,495.0,medium
20.6,52.3,22.3,12.2,12.7,454.0,medium
9.4,37.1,27.4,14.4,6.8,436.0,medium
25.0,46.8,1.1,6.4,0.7,272.0,low
21.4,67.3,25.5,10.4,17.3,607.0,medium
39.5,49.0,22.7,13.4,26.0,581.0,medium
11.5,52.9,18.7,10.5,22.0,381.0,low
17.0,54.2,22.3,9.6,22.4,447.0,medium
8.9,75.5,18.0,12.6,30.8,529.0,medium
22.0,35.6,17.6,5.9,7.0,393.0,low
15.6,64.6,26.8,6.6,24.3,557.0,medium
18.7,33.5,20.5,16.0,25.6,430.0,medium
27.1,79.3,19.5,4.3,23.1,594.0,medium
56.9,50.0,20.3,1.3,8.0,556.0,medium
27.6,80.1,35.7,12.9,10.0,803.0,high
33.3,47.9,28.5,2.3,12.7,632.0,medium
27.2,48.3,22.7,6.8,13.7,485.0,medium
24.6,53.7,9.6,8.9,18.2,454.0,medium
11.3,28.4,22.3,8.7,25.2,412.0,medium
37.6,104.1,14.9,11.5,21.6,695.0,medium
12.5,35.7,26.8,4.6,7.5,378.0,low
46.0,27.7,20.4,7.2,14.5,501.0,medium
43.7,19.5,24.2,6.0,22.9,461.0,medium
29.7,44.4,0.0,14.2,13.1,330.0,low
21.0,49.2,29.4,11.5,2.0,533.0,medium
28.2,34.2,14.0,4.9,26.8,382.0,low
29.3,43.3,19.7,13.1,14.7,485.0,medium
43.8,19.7,16.7,11.2,9.8,404.0,medium
19.7,43.5,29.8,5.6,20.2,500.0,medium
10.9,24.0,35.4,7.0,18.3,480.0,medium
27.0,29.9,24.3,11.8,0.0,483.0,medium
32.5,48.0,28.7,8.6,40.9,550.0,medium
38.8,83.5,12.3,5.0,5.6,652.0,medium
31.0,68.9,13.0,10.4,10.0,510.0,medium
35.1,52.0,8.4,0.0,5.6,425.0,medium
37.5,54.5,20.0,9.3,12.2,534.0,medium
31.4,45.7,20.8,14.3,0.0,548.0,medium
25.5,45.5,23.9,9.6,11.8,483.0,medium
27.1,0.0,16.0,3.2,2.4,216.0,low
20.1,54.7,21.4,9.2,13.3,538.0,medium
20.4,54.1,25.6,9.4,0.0,480.0,medium
24.3,50.6,23.1,4.1,9.1,581.0,medium
30.0,45.1,19.0,13.0,22.1,436.0,medium
26.0,13.6,16.5,4.7,15.5,276.0,low
39.0,32.0,7.8,6.9,33.7,368.0,low
19.0,25.3,26.6,4.2,10.8,369.0,low
22.9,50.7,18.3,1.4,25.7,430.0,medium
30.0,69.1,22.6,6.8,17.5,566.0,medium
6.6,65.6,16.3,11.4,2.8,445.0,medium
18.6,59.7,17.1,3.0,0.0,440.0,medium
32.9,47.3,27.9,9.5,15.6,588.0,medium
24.0,21.1,19.1,15.1,0.0,348.0,low
17.5,58.1,16.1,4.9,20.2,499.0,medium
27.5,79.4,21.5,11.6,0.0,639.0,medium
11.6,61.4,12.9,6.9,0.0,450.0,medium
24.0,63.6,10.2,13.8,20.2,466.0,medium
33.5,66.8,26.7,18.7,20.3,690.0,medium
0.0,72.7,27.7,6.0,1.2,527.0,medium
22.7,85.1,21.4,5.0,0.0,654.0,medium
34.6,27.1,9.3,8.3,15.6,303.0,low
24.1,105.4,28.1,10.0,21.0,774.0,high
25.9,25.5,29.5,9.2,25.1,467.0,medium
35.0,42.5,22.4,8.2,12.9,560.0,medium
23.4,53.0,17.3,0.0,6.0,435.0,medium
30.8,35.3,13.3,15.9,16.7,449.0,medium
32.1,10.0,29.9,13.5,12.1,481.0,medium
28.2,46.1,29.1,6.2,3.1,577.0,medium
14.0,66.7,19.0,6.4,10.9,494.0,medium
34.2,49.7,12.3,0.0,4.3,437.0,medium
24.1,46.3,21.5,12.0,10.0,463.0,medium
10.6,49.6,29.6,9.4,0.0,433.0,medium
25.2,41.3,21.0,8.4,17.5,381.0,low
25.3,47.0,7.9,12.3,24.5,341.0,low
11.1,25.0,4.5,1.7,32.8,192.0,low
38.8,49.1,31.8,7.8,18.7,688.0,medium
30.0,32.5,16.9,7.6,16.2,427.0,medium
14.9,89.7,14.7,11.5,18.6,509.0,medium
37.8,79.1,15.0,6.1,5.1,575.0,medium
28.0,73.4,11.9,13.3,16.6,480.0,medium
9.5,70.9,23.6,12.7,10.1,500.0,medium
3.2,55.4,25.4,4.6,31.4,462.0,medium
17.7,54.6,24.5,13.3,15.3,503.0,medium
29.8,84.9,13.8,9.8,14.2,591.0,medium
17.2,13.4,16.3,4.1,0.0,320.0,low
23.2,54.4,11.6,8.6,7.0,462.0,medium
29.3,17.5,17.9,12.8,12.0,366.0,low
20.3,36.3,27.8,3.3,18.4,445.0,medium
28.4,77.0,10.2,1.8,19.9,528.0,medium
32.6,59.7,23.1,12.5,0.3,574.0,medium
11.7,82.5,24.9,3.5,27.2,628.0,medium
30.9,40.8,26.6,7.7,13.2,504.0,medium
4.6,37.7,28.2,10.3,17.5,429.0,medium
21.4,77.9,25.4,9.0,15.1,661.0,medium
24.5,63.0,14.9,15.0,3.2,459.0,medium
29.9,51.0,26.2,17.5,27.9,636.0,medium
17.0,45.6,19.2,3.2,17.5,466.0,medium
35.6,76.3,28.0,13.2,21.2,703.0,high
24.4,30.2,14.1,5.4,16.9,370.0,low
29.9,42.4,13.0,5.6,16.6,453.0,medium
19.7,77.8,14.2,5.8,20.1,533.0,medium
34.6,77.2,19.9,8.1,9.0,624.0,medium
30.5,30.6,29.0,11.0,11.6,463.0,medium
19.1,25.4,27.4,4.5,29.6,421.0,medium
12.9,37.4,18.7,12.5,15.1,340.0,low
22.1,50.3,19.3,10.2,10.5,448.0,medium
21.8,18.7,34.4,5.3,12.9,471.0,medium
13.1,46.3,24.0,3.8,13.1,464.0,medium
14.8,47.7,25.3,7.3,24.9,496.0,medium
35.8,70.6,31.4,4.1,2.2,696.0,medium
31.7,5.7,29.3,6.2,1.8,391.0,low
18.4,81.8,20.8,10.9,0.0,605.0,medium
18.6,49.6,40.4,9.0,33.6,631.0,medium
41.6,69.9,4.2,8.6,20.7,437.0,medium
27.1,50.3,15.1,7.4,13.2,448.0,medium
41.4,66.4,20.5,5.5,17.0,602.0,medium
32.0,59.8,17.3,19.6,5.7,483.0,medium
47.1,52.5,21.6,6.7,10.4,577.0,medium
11.3,43.9,30.8,2.4,18.8,511.0,medium
9.4,29.9,16.8,15.0,30.3,341.0,low
18.6,42.1,39.4,12.4,4.1,596.0,medium
27.6,31.4,9.7,11.4,11.1,287.0,low
28.0,42.0,22.1,6.7,0.0,513.0,medium
12.8,60.0,19.4,11.4,10.5,450.0,medium
0.0,49.0,8.4,7.2,5.4,286.0,low
19.5,25.8,23.4,11.7,25.7,389.0,low
8.1,55.1,10.0,6.7,0.0,346.0,low
35.8,44.4,33.8,10.8,22.9,574.0,medium
10.5,52.1,10.7,6.4,0.0,386.0,low
47.8,48.6,15.9,8.2,22.5,534.0,medium
22.5,63.9,26.8,10.8,8.9,577.0,medium
26.2,60.3,23.5,6.8,20.7,546.0,medium
24.5,57.2,9.8,8.2,17.7,357.0,low
32.7,53.9,16.2,9.1,22.7,549.0,medium
22.6,29.6,30.2,7.3,17.6,465.0,medium
10.5,50.6,22.1,5.9,24.5,489.0,medium
23.6,14.4,5.0,8.7,13.7,232.0,low
22.8,42.6,29.1,3.6,32.7,512.0,medium
9.2,47.5,15.5,3.4,3.6,359.0,low
22.6,44.5,21.7,12.0,6.2,460.0,medium
37.8,40.1,13.5,12.7,18.5,439.0,medium
5.5,57.5,20.0,6.9,21.1,424.0,medium
26.1,56.4,26.3,8.5,20.8,535.0,medium
17.8,57.8,18.6,14.0,16.2,495.0,medium
28.7,53.5,12.4,4.6,29.5,417.0,medium
26.1,46.6,23.0,6.5,15.1,494.0,medium
28.7,21.9,24.1,9.5,25.6,422.0,medium
7.4,46.3,23.5,9.6,0.0,422.0,medium
36.9,30.4,16.9,4.0,29.1,441.0,medium
35.8,9.0,5.4,2.3,12.2,245.0,low
21.9,51.1,12.2,13.0,15.6,398.0,low
23.1,20.8,19.0,9.7,16.3,414.0,medium
14.2,17.7,17.9,6.2,3.9,252.0,low
31.9,49.8,39.9,6.4,6.6,656.0,medium
23.0,66.4,22.2,8.8,30.7,557.0,medium
39.4,75.8,17.1,7.2,12.1,608.0,medium
22.5,7.5,19.4,7.7,6.9,302.0,low
24.4,45.4,0.0,6.7,22.0,287.0,low
29.0,54.2,23.6,19.7,32.0,566.0,medium
5.3,39.4,15.9,6.2,0.0,274.0,low
28.3,83.1,32.3,3.4,14.0,686.0,medium
39.9,86.7,20.0,12.3,24.5,687.0,medium
27.8,52.6,22.7,10.0,29.3,566.0,medium
32.2,60.1,11.4,14.5,25.0,486.0,medium
21.5,35.5,46.3,8.6,14.6,673.0,medium
16.3,52.1,18.8,0.5,20.2,429.0,medium
14.6,47.4,8.1,15.8,26.4,325.0,low
14.4,60.8,15.7,15.0,19.7,433.0,medium
20.2,44.6,9.0,11.2,10.0,309.0,low
15.6,85.4,11.6,0.0,0.0,583.0,medium
23.5,55.9,27.8,4.3,0.8,616.0,medium
17.4,76.7,24.6,8.3,16.9,614.0,medium
32.7,59.8,13.7,6.1,30.6,468.0,medium
18.9,26.4,11.6,7.4,7.8,257.0,low
43.9,64.3,12.6,5.6,24.8,520.0,medium
19.5,37.7,28.9,10.2,9.9,482.0,medium
30.1,50.6,23.9,7.8,21.6,471.0,medium
28.4,46.4,10.7,9.7,18.5,371.0,low
16.5,41.1,18.1,9.9,13.1,372.0,low
26.6,26.9,16.3,9.6,2.1,335.0,low
37.6,30.2,26.3,16.1,7.5,534.0,medium
26.5,34.1,30.2,0.0,26.4,489.0,medium
20.9,23.6,23.6,5.8,15.8,404.0,medium
11.6,88.4,24.3,9.6,16.4,630.0,medium
29.7,53.2,15.3,2.0,23.5,447.0,medium
35.7,54.9,30.9,10.7,13.4,663.0,medium
12.5,30.3,27.4,15.1,6.2,437.0,medium
25.4,81.6,19.6,5.7,20.3,642.0,medium
20.0,45.7,15.7,7.9,12.8,433.0,medium
28.9,41.4,24.5,5.9,12.3,485.0,medium
28.5,36.8,21.2,8.5,21.5,434.0,medium
24.7,4.3,33.9,3.2,20.6,414.0,medium
16.8,28.9,16.4,12.6,0.0,325.0,low
24.1,63.3,18.9,12.6,12.2,482.0,medium
25.3,77.5,20.6,7.9,12.6,600.0,medium
25.4,19.4,18.8,12.6,12.7,325.0,low
28.0,48.1,22.8,11.0,9.8,458.0,medium
32.1,56.1,9.7,7.3,11.1,428.0,medium
34.6,23.1,27.0,8.7,26.1,466.0,medium
21.2,50.5,20.2,5.2,17.8,463.0,medium
45.6,20.3,26.0,9.5,23.0,532.0,medium
36.5,70.3,15.0,9.1,14.4,574.0,medium
16.8,24.5,27.3,15.1,32.7,434.0,medium
9.7,14.1,17.4,11.1,4.3,241.0,low
10.9,37.9,30.2,8.3,18.8,453.0,medium
25.3,76.7,17.3,8.8,21.1,539.0,medium
26.3,39.0,27.3,13.6,34.1,551.0,medium
21.8,75.1,23.6,10.9,17.2,589.0,medium
0.0,15.9,4.5,10.4,21.0,155.0,low
33.5,7.5,13.1,7.3,1.3,273.0,low
30.2,33.7,24.3,7.3,13.4,477.0,medium
21.0,57.3,22.0,0.0,18.7,494.0,medium
44.9,38.8,12.6,8.6,5.7,532.0,medium
19.9,48.0,17.7,17.9,19.1,447.0,medium
23.4,67.8,32.6,9.2,11.9,718.0,high
41.3,48.9,7.9,7.7,9.3,457.0,medium
40.4,51.9,14.2,3.1,15.8,510.0,medium
29.2,23.1,20.0,0.0,19.5,381.0,low
26.9,65.8,26.9,14.7,0.0,590.0,medium
35.6,29.6,17.7,3.2,3.3,397.0,low
37.0,36.1,28.2,8.5,20.8,540.0,medium
27.1,46.0,30.6,11.7,3.2,573.0,medium
36.9,43.5,23.8,11.8,7.2,469.0,medium
31.6,12.0,19.8,0.0,8.7,348.0,low
23.2,35.4,22.9,7.3,14.2,405.0,medium
42.3,43.6,21.0,4.7,4.1,572.0,medium
25.1,54.3,6.2,8.8,4.2,368.0,low
34.6,63.6,27.2,3.1,6.0,640.0,medium
17.2,34.2,18.9,5.9,17.7,361.0,low
30.1,48.7,32.1,12.9,11.3,622.0,medium
24.4,45.6,8.3,10.9,3.7,404.0,medium
39.2,43.0,17.8,6.1,14.2,449.0,medium
14.0,51.3,17.9,2.6,12.5,412.0,medium
30.8,41.1,20.8,8.6,16.4,496.0,medium
28.8,69.9,26.6,2.1,18.4,659.0,medium
41.2,53.8,21.8,10.3,18.5,591.0,medium
20.4,38.7,28.1,16.5,0.0,535.0,medium
35.4,57.2,18.4,4.1,4.5,491.0,medium
33.9,32.8,17.7,3.3,17.7,413.0,medium
38.3,58.7,7.6,11.7,21.7,491.0,medium
9.8,42.5,16.0,12.3,5.2,398.0,low
23.9,51.2,22.0,5.7,35.0,490.0,medium
36.7,22.7,30.5,4.2,17.9,527.0,medium
27.2,29.7,13.8,10.7,11.5,359.0,low
27.8,53.3,25.7,6.8,14.3,539.0,medium
18.6,57.3,20.3,9.7,4.2,527.0,medium
16.2,70.6,22.2,9.9,16.7,535.0,medium
13.5,34.4,27.2,8.1,28.3,388.0,low
15.8,58.0,24.8,3.8,5.5,492.0,medium
12.7,67.3,19.1,9.9,28.9,457.0,medium
45.9,83.6,29.3,3.8,18.9,744.0,high
9.2,65.0,5.4,3.8,16.9,308.0,low
43.8,43.2,22.3,4.0,23.3,509.0,medium
13.5,55.9,13.6,0.0,1.3,434.0,medium
18.3,47.5,13.8,13.2,4.5,371.0,low
40.0,34.1,33.3,4.6,19.4,653.0,medium
25.6,62.5,21.7,6.5,10.2,559.0,medium
43.0,33.7,9.1,5.2,0.0,396.0,low
33.2,21.9,21.3,8.1,8.2,403.0,medium
20.4,65.8,21.5,0.3,31.7,583.0,medium
39.5,28.1,22.6,8.7,30.8,461.0,medium
35.3,74.9,27.4,4.5,0.0,749.0,high
8.1,82.0,9.7,13.3,33.5,406.0,medium
19.3,96.9,25.7,6.6,2.3,698.0,medium
33.9,81.7,13.4,8.4,27.6,543.0,medium
34.2,47.9,24.2,12.7,20.0,502.0,medium
11.3,72.4,21.9,9.2,18.4,561.0,medium
16.2,41.5,30.0,8.1,34.8,514.0,medium
17.5,62.9,18.4,12.9,18.5,536.0,medium
7.1,23.5,13.4,11.3,21.2,240.0,low
8.7,42.3,26.3,0.9,3.4,377.0,low
32.8,55.4,17.6,11.8,19.8,498.0,medium
19.0,67.3,17.3,6.7,17.6,449.0,medium
37.3,80.9,5.9,1.8,29.0,536.0,medium
28.5,60.5,15.8,6.8,0.0,609.0,medium
30.4,102.8,15.4,7.2,14.7,680.0,medium
17.8,71.4,21.0,8.0,24.5,537.0,medium
17.5,97.3,27.2,16.3,25.4,740.0,high
32.9,83.8,24.3,13.3,11.8,695.0,medium
17.5,65.1,17.8,5.3,22.3,470.0,medium
31.6,46.0,14.9,13.4,5.2,478.0,medium
25.1,70.2,31.5,2.4,11.6,659.0,medium
29.4,47.6,23.9,2.2,15.7,508.0,medium
33.1,40.0,15.7,10.0,10.1,390.0,low
19.9,52.8,26.3,7.8,7.2,503.0,medium
27.2,75.6,16.8,0.0,0.1,634.0,medium
21.3,72.4,13.4,4.4,1.8,500.0,medium
30.6,39.8,21.7,11.0,11.6,446.0,medium
25.0,56.9,30.1,12.4,12.6,591.0,medium
14.8,74.5,25.5,3.0,11.8,588.0,medium
9.2,42.5,28.6,11.9,0.0,405.0,medium
30.4,51.7,24.2,12.8,27.4,550.0,medium
28.8,69.8,17.4,6.3,28.3,562.0,medium
14.1,23.7,26.8,6.9,17.7,422.0,medium
28.3,59.4,19.5,7.3,4.0,556.0,medium
20.4,51.2,28.8,12.9,22.8,533.0,medium
29.4,47.0,26.8,4.6,0.7,491.0,medium
18.5,39.0,26.0,6.2,9.8,469.0,medium
14.9,47.8,24.2,2.0,14.8,436.0,medium
20.2,61.5,25.9,5.9,14.6,591.0,medium
41.4,46.6,22.9,4.5,22.4,539.0,medium
26.9,26.6,23.7,2.1,15.3,433.0,medium
21.3,9.4,22.7,9.2,10.5,297.0,low
18.5,44.9,11.2,6.4,0.0,362.0,low
16.0,52.8,19.6,2.1,0.0,455.0,medium
27.8,50.8,14.2,4.2,3.2,461.0,medium
6.8,29.0,16.4,11.7,8.7,330.0,low
12.1,49.2,5.2,5.1,19.1,311.0,low
31.4,69.4,8.3,10.1,16.5,429.0,medium
47.7,44.2,9.9,6.4,10.1,495.0,medium
23.1,37.0,20.7,9.5,11.9,436.0,medium
23.1,58.1,15.8,12.6,15.0,456.0,medium
11.0,53.3,26.2,14.7,23.8,512.0,medium
36.9,56.1,29.8,7.0,10.2,667.0,medium
43.0,46.6,16.1,6.6,4.1,524.0,medium
38.6,59.0,23.7,10.8,22.9,604.0,medium
18.7,44.5,0.0,0.0,9.9,248.0,low
45.2,48.4,22.1,9.7,18.0,539.0,medium
32.6,69.3,31.5,11.6,16.1,678.0,medium
24.0,46.6,13.8,7.9,19.3,396.0,low
29.8,25.1,9.5,9.1,16.8,289.0,low
26.9,63.7,22.3,4.7,19.7,552.0,medium
35.4,40.3,20.2,7.0,13.6,507.0,medium
24.5,69.3,15.6,12.4,0.0,497.0,medium
33.8,77.1,29.1,1.8,15.7,665.0,medium
23.2,24.2,5.2,9.9,19.0,237.0,low
11.5,25.3,28.8,8.6,0.0,403.0,medium
44.4,28.4,11.9,12.2,0.0,435.0,medium
25.1,42.9,36.4,3.7,10.0,571.0,medium
31.7,41.7,13.9,12.2,25.6,437.0,medium
5.0,32.9,14.2,10.0,0.0,231.0,low
37.3,67.2,20.0,17.4,11.1,605.0,medium
22.7,44.4,23.4,9.3,11.2,429.0,medium
37.9,12.8,8.2,1.4,19.2,282.0,low
35.8,43.7,25.2,6.3,19.0,583.0,medium
13.4,65.6,23.8,4.7,9.2,540.0,medium
22.7,42.6,10.2,9.4,29.4,425.0,medium
17.3,81.2,22.9,6.2,11.8,594.0,medium
38.8,31.9,11.5,5.4,15.9,424.0,medium
